Protein IDs,Protein names,n_variants_present,f_present,mean_WD,max_WD,mean_z,median_log2FC,mean_MiST,mean_specificity,ctrl_detect_ratio_overall,n_high_lines,n_mid_lines,bait_specific_penalty,any_high,any_mid,S,prey_uniprot,struct_status,struct_iptm,struct_ptm,struct_rank,fraction_disordered,has_clash,S_struct,iface_contact_pairs,iface_res_A,iface_res_B,iface_min_ca_dist,iface_mean_ca_dist,iface_mean_plddt,iface_area,iface_hbonds,iface_salt_bridges,iface_hydroph_contacts,score_struct,priority_rank,score_struct_cal,priority_rank_cal
B4DJ81,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial ",6,0.8571428571428571,0.0314220459926209,0.5771542508709415,-1.208645602521153,-0.2823263778630522,0.0044111516949519,0.7857142857142857,0.2857142857142857,0,1,0.2142857142857142,False,True,0.4523650512719264,,,,,,,,0.4523650512719264,,,,,,,,,,,0.226183,568,0.226183,568
Q9BW60,Elongation of very long chain fatty acids protein 1 ,6,0.8571428571428571,-0.0241051997959633,1.0707133445223849,-61787.0621918644,-0.1873639657562815,0.0,0.7976190476190476,0.1428571428571428,0,2,0.2023809523809523,False,True,0.4520532909228307,,,,,,,,0.4520532909228307,,,,,,,,,,,0.226027,569,0.226027,569
Q8WU90,Zinc finger CCCH domain-containing protein 15 ,7,1.0,-0.2808017144308914,0.2089182410204492,-0.1565985962280859,-0.0332290570333704,0.0115872911384288,0.663265306122449,0.2857142857142857,0,1,0.3367346938775509,False,True,0.4512642576844813,,,,,,,,0.4512642576844813,,,,,,,,,,,0.225632,570,0.225632,570
A0A024RBK4,"TRAF-type zinc finger domain containing 1, isoform CRA_a ",6,0.8571428571428571,-0.2207396173593382,0.0,0.0228145566489662,-0.0054548454458256,0.192689770475412,0.7857142857142857,0.0,0,1,0.2142857142857142,False,True,0.4511068197366089,,,,,,,,0.4511068197366089,,,,,,,,,,,0.225553,571,0.225553,571
K7EJT5,60S ribosomal protein L22 (Fragment) ,7,1.0,-0.3688072083851872,-0.0,-0.0227598475013753,0.0563992294495747,0.7135492640484377,0.489795918367347,0.4285714285714285,0,4,0.5102040816326531,False,True,0.4510205045109562,,,,,,,,0.4510205045109562,,,,,,,,,,,0.22551,572,0.22551,572
B4DV79,Eukaryotic translation initiation factor 3 subunit B ,7,1.0,-0.1056830398326284,0.2142857142857143,3.078030339293889,1.4064043264540906,0.3535464353649039,0.4183673469387755,0.7142857142857143,0,2,0.5816326530612245,False,True,0.4508533573888509,,,,,,,,0.4508533573888509,,,,,,,,,,,0.225427,573,0.225427,573
O14925,Mitochondrial import inner membrane translocase subunit Tim23 ,7,1.0,-0.0926076377540153,0.186810638374971,-0.4105258933425141,-0.7276370394713254,0.0486492681585205,0.6020408163265306,0.4285714285714285,0,1,0.3979591836734694,False,True,0.4500526075791128,,,,,,,,0.4500526075791128,,,,,,,,,,,0.225026,574,0.225026,574
Q68E10,Hexokinase ,7,1.0,-0.4222947550359609,0.1162363117984876,1.7055073427177914,1.8113783975216573,0.1365194997999892,0.6020408163265306,0.4285714285714285,0,3,0.3979591836734694,False,True,0.4499105932496425,,,,,,,,0.4499105932496425,,,,,,,,,,,0.224955,575,0.224955,575
P17812,CTP synthase 1 ,7,1.0,-0.0983814056995799,0.3421137054451147,1.2409205893557913,1.3062056962599833,0.4732126686182574,0.3673469387755102,0.7142857142857143,0,2,0.6326530612244897,False,True,0.4494382442551414,,,,,,,,0.4494382442551414,,,,,,,,,,,0.224719,576,0.224719,576
B4DJ89,"Polymerase (RNA) II (DNA directed) polypeptide E, 25kDa, isoform CRA_c ",7,1.0,-0.1609670543357174,0.6134258277181776,79.37115450129413,0.3637857743444819,0.0,0.5816326530612245,0.4285714285714285,2,3,0.4183673469387755,True,True,0.4494207265956243,,,,,,,,0.4494207265956243,,,,,,,,,,,0.22471,577,0.22471,577
B4DEP6,"cDNA FLJ59206, highly similar to Eukaryotic translation initiation factor 4B ",7,1.0,0.0584546906009528,0.6636390505892967,0.2263261815365357,0.6667931661223747,0.4913668021762267,0.336734693877551,0.8571428571428571,0,1,0.6632653061224489,False,True,0.4492658861527402,,,,,,,,0.4492658861527402,,,,,,,,,,,0.224633,578,0.224633,578
Q9P035,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 ,7,1.0,0.0780034870108847,1.7672991427520408,0.706067357642371,0.3388998070644042,0.0997562997484588,0.3877551020408163,0.4285714285714285,0,1,0.6122448979591837,False,True,0.4490863363275288,,,,,,,,0.4490863363275288,,,,,,,,,,,0.224543,579,0.224543,579
Q02413,Desmoglein-1 ,7,1.0,-0.1764075596806371,0.3846607825238207,1.8832875405962464,1.808249079939035,0.1913353790583668,0.4489795918367347,0.5714285714285714,0,3,0.5510204081632653,False,True,0.4490578328012296,,,,,,,,0.4490578328012296,,,,,,,,,,,0.224529,580,0.224529,580
O75663,TIP41-like protein ,7,1.0,-0.1633615784582522,0.2890030952132013,-0.1271291187692479,-0.0845511249760946,0.0,0.6122448979591837,0.4285714285714285,0,1,0.3877551020408162,False,True,0.4489290429867761,,,,,,,,0.4489290429867761,,,,,,,,,,,0.224465,581,0.224465,581
D3DUJ0,"AFG3 ATPase family gene 3-like 2 (Yeast), isoform CRA_a (Fragment) ",7,1.0,-0.0870228106367762,0.3565667836997417,34.55937303006818,1.246390782698576,0.0123553980758341,0.4591836734693877,0.4285714285714285,0,4,0.5408163265306122,False,True,0.4485856112478705,,,,,,,,0.4485856112478705,,,,,,,,,,,0.224293,582,0.224293,582
Q59G75,Isoleucyl-tRNA synthetase (Fragment) ,7,1.0,-0.3961144978706395,0.0518310647814174,1.0254265522688089,0.3189099945720315,0.7679903740049012,0.4795918367346939,0.5714285714285714,0,3,0.520408163265306,False,True,0.4476023316605212,,,,,,,,0.4476023316605212,,,,,,,,,,,0.223801,583,0.223801,583
A0A3B3ITS3,"Aspartate--tRNA ligase, mitochondrial ",6,0.8571428571428571,0.0501833814653464,1.3635757065053136,0.6720349595609333,1.1859273772172152,0.044619610096386,0.6190476190476191,0.2857142857142857,0,4,0.3809523809523809,False,True,0.4474207530960874,,,,,,,,0.4474207530960874,,,,,,,,,,,0.22371,584,0.22371,584
Q8WVF3,RAB28 protein ,4,0.5714285714285714,0.4412356639172541,2.22473112443732,251412.61173437463,0.3995056348963803,0.0,0.9285714285714286,0.1428571428571428,0,4,0.0714285714285714,False,True,0.4469752446874718,,,,,,,,0.4469752446874718,,,,,,,,,,,0.223488,585,0.223488,585
Q9H0A0,RNA cytidine acetyltransferase ,7,1.0,-0.0926207982154135,-0.0,-0.3462185794294446,-0.1571252749151739,0.2672668335529961,0.4591836734693877,0.4285714285714285,0,1,0.5408163265306122,False,True,0.446876908166478,,,,,,,,0.446876908166478,,,,,,,,,,,0.223438,586,0.223438,586
Q8IXB1,DnaJ homolog subfamily C member 10 ,7,1.0,-0.203521440872038,0.4098167799863194,0.8094541255981783,1.7113990724033847,0.5047207635794831,0.3775510204081633,0.7142857142857143,0,1,0.6224489795918366,False,True,0.4467881193937081,,,,,,,,0.4467881193937081,,,,,,,,,,,0.223394,587,0.223394,587
X6RJP6,Transgelin-2 (Fragment) ,7,1.0,0.0888668271524093,0.7827308835921396,0.3413868956879763,0.4108457699446468,0.0499591460061547,0.3775510204081632,0.4285714285714285,0,1,0.6224489795918366,False,True,0.4467167176315604,,,,,,,,0.4467167176315604,,,,,,,,,,,0.223358,588,0.223358,588
Q07955,Serine/arginine-rich splicing factor 1 ,7,1.0,-0.3616700670683465,0.2162165230467508,-12.182135748913954,-2.770093401047877,0.4837658265768375,0.7040816326530612,0.2857142857142857,0,1,0.2959183673469387,False,True,0.445843148343764,,,,,,,,0.445843148343764,,,,,,,,,,,0.222922,589,0.222922,589
A0A8B0RAT7,EDC4 variant ,6,0.8571428571428571,-0.6518998555498573,0.0176213699710425,0.0560659848002934,0.5291302085652507,0.3680545462559981,0.9285714285714284,0.0,0,2,0.0714285714285714,False,True,0.4456139746522324,,,,,,,,0.4456139746522324,,,,,,,,,,,0.222807,590,0.222807,590
Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase ,6,0.8571428571428571,0.0180631215310448,1.0994652770405418,109861.15170018944,0.1435415684669294,0.0,0.6547619047619048,0.1428571428571428,0,4,0.3452380952380952,False,True,0.4455052907534297,,,,,,,,0.4455052907534297,,,,,,,,,,,0.222753,591,0.222753,591
B3KM97,Very-long-chain enoyl-CoA reductase ,7,1.0,-0.2075349592954373,-0.0,2.09548260899856,0.78660153962905,0.1493300828525,0.5,0.4285714285714285,1,3,0.4999999999999999,True,True,0.445451159602353,,,,,,,,0.445451159602353,,,,,,,,,,,0.222726,592,0.222726,592
E9PQG4,Myomegalin ,5,0.7142857142857143,0.1173635373922107,1.6021039788802025,1.6796039600700543,1.6876592287710857,0.0309132265174233,0.8285714285714286,0.2857142857142857,0,5,0.1714285714285713,False,True,0.4452898445621749,,,,,,,,0.4452898445621749,,,,,,,,,,,0.222645,593,0.222645,593
Q86U75,Dihydropyrimidinase-related protein 2 ,7,1.0,-0.183181208297974,0.4515402231829797,-53073.1928511236,-0.0245111483476421,0.0304335901793242,0.5306122448979592,0.1428571428571428,0,2,0.4693877551020408,False,True,0.4451676378873404,,,,,,,,0.4451676378873404,,,,,,,,,,,0.222584,594,0.222584,594
B2R8Z8,"cDNA, FLJ94136, highly similar to Homo sapiens synaptotagmin binding, cytoplasmic RNA interacting protein (SYNCRIP), mRNA ",7,1.0,0.0270741462877033,0.3199617736489094,0.5094947526073728,1.277375474426048,0.5054773191416851,0.2448979591836734,0.7142857142857143,0,2,0.7551020408163265,False,True,0.4449764349505486,,,,,,,,0.4449764349505486,,,,,,,,,,,0.222488,595,0.222488,595
F8VV32,"1,4-beta-N-acetylmuramidase C ",7,1.0,-0.1244557455757136,0.4585672207873056,2.114881711085522,0.9056849808114826,0.0654136570489213,0.4591836734693877,0.4285714285714285,0,2,0.5408163265306122,False,True,0.4442135904433816,,,,,,,,0.4442135904433816,,,,,,,,,,,0.222107,596,0.222107,596
Q8IZ29,Tubulin beta chain ,7,1.0,0.1961364434530729,0.8162537237110998,-2.6692561688121303,-1.3002519257941572,0.7577732350603562,0.2551020408163266,0.8571428571428571,0,1,0.7448979591836734,False,True,0.4440245712704414,,,,,,,,0.4440245712704414,,,,,,,,,,,0.222012,597,0.222012,597
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase ,7,1.0,-0.0629206747320078,0.2226460995116575,0.7794114061077438,1.0867363834033803,0.3250502666870219,0.3061224489795918,0.4285714285714285,0,2,0.6938775510204082,False,True,0.4435534641598063,,,,,,,,0.4435534641598063,,,,,,,,,,,0.221777,598,0.221777,598
B3KPC1,Protein pelota homolog ,6,0.8571428571428571,0.0051055817689684,0.6928503372781891,-0.0228232766203695,-0.2112705952493918,0.0,0.7380952380952381,0.2857142857142857,0,1,0.2619047619047618,False,True,0.4433419534104196,,,,,,,,0.4433419534104196,,,,,,,,,,,0.221671,599,0.221671,599
O75477,Erlin-1 ,7,1.0,0.017934269701271,0.3524087976575906,2.797285728087783,1.137618623033351,0.0234799342816601,0.3571428571428571,0.4285714285714285,0,1,0.6428571428571429,False,True,0.4431577997485175,,,,,,,,0.4431577997485175,,,,,,,,,,,0.221579,600,0.221579,600
Q53FF6,"Zinc finger, HIT domain containing 2 variant (Fragment) ",6,0.8571428571428571,-0.32096774960259,0.0,127405.23774286771,-0.2324879076758338,0.0,0.8809523809523809,0.1428571428571428,2,2,0.119047619047619,True,True,0.4427500108047769,,,,,,,,0.4427500108047769,,,,,,,,,,,0.221375,601,0.221375,601
V9HWK1,Triosephosphate isomerase ,7,1.0,-0.2541826784848465,0.6326554966506053,-0.0526463214161529,0.0811891466316119,0.6018323956200797,0.4285714285714285,0.5714285714285714,0,2,0.5714285714285714,False,True,0.4423296254522066,,,,,,,,0.4423296254522066,,,,,,,,,,,0.221165,602,0.221165,602
Q5T7U1,General transcription factor 3C polypeptide 5 ,7,1.0,-0.1419594366284176,0.99198227174212,0.6793870911365439,0.1131536649603823,0.0569559855021827,0.5510204081632654,0.5714285714285714,1,1,0.4489795918367347,True,True,0.442159202053985,,,,,,,,0.442159202053985,,,,,,,,,,,0.22108,603,0.22108,603
D3DPS3,"Arginine/proline rich coiled-coil 1, isoform CRA_b ",7,1.0,-0.5133463616741104,0.4038716421165236,-0.0533127348992265,-0.0064243155535059,0.0678054789979731,0.7653061224489797,0.4285714285714285,0,1,0.2346938775510204,False,True,0.4421346069701564,,,,,,,,0.4421346069701564,,,,,,,,,,,0.221067,604,0.221067,604
A0A0B4J1Z1,Serine/arginine-rich-splicing factor 7 ,7,1.0,0.0271603240381455,0.4553867236967788,-1.9723964932145075,-1.9918050617904584,0.3216238206819066,0.4591836734693877,0.4285714285714285,0,1,0.5408163265306122,False,True,0.4418946988860995,,,,,,,,0.4418946988860995,,,,,,,,,,,0.220947,605,0.220947,605
Q9H8H0,Nucleolar protein 11 ,6,0.8571428571428571,0.0178997852229905,0.769658098951854,-138775.0063659464,-0.2877928025552165,0.0,0.7261904761904763,0.1428571428571428,0,1,0.2738095238095238,False,True,0.441459282971718,,,,,,,,0.441459282971718,,,,,,,,,,,0.22073,606,0.22073,606
Q96I24,Far upstream element-binding protein 3 ,7,1.0,-0.3161299895854849,0.0,0.101833032012249,0.121844322999852,0.1998302552697275,0.5612244897959184,0.4285714285714285,0,1,0.4387755102040816,False,True,0.4396366736593023,,,,,,,,0.4396366736593023,,,,,,,,,,,0.219818,607,0.219818,607
P48643,T-complex protein 1 subunit epsilon ,7,1.0,-0.1344487664563484,0.0,2.5177813468272947,1.923379783751777,0.6080642179337338,0.2244897959183673,0.7142857142857143,0,2,0.7755102040816327,False,True,0.4387679290414971,,,,,,,,0.4387679290414971,,,,,,,,,,,0.219384,608,0.219384,608
Q6FI51,DNAJB1 protein ,7,1.0,-0.2105313670778107,0.0,1.554313783567785,0.8561838456130424,0.2110199403304138,0.4591836734693877,0.5714285714285714,1,1,0.5408163265306122,True,True,0.4382220940814859,,,,,,,,0.4382220940814859,,,,,,,,,,,0.219111,609,0.219111,609
A0A075B730,Epiplakin ,7,1.0,0.1461199900354188,1.0440282935770937,-0.8891754872296306,-2.054392866031911,0.3643169272304455,0.4081632653061225,0.7142857142857143,0,1,0.5918367346938774,False,True,0.437509412246382,,,,,,,,0.437509412246382,,,,,,,,,,,0.218755,610,0.218755,610
E5RJR5,S-phase kinase-associated protein 1 ,7,1.0,0.0602604897147474,0.6743469472216593,0.6462337369072154,0.3479010043568564,0.1898816437486898,0.3877551020408163,0.8571428571428571,0,1,0.6122448979591837,False,True,0.4373225014445442,,,,,,,,0.4373225014445442,,,,,,,,,,,0.218661,611,0.218661,611
A8K9U6,"cDNA FLJ76121, highly similar to Homo sapiens zinc finger CCCH-type, antiviral 1 (ZC3HAV1), transcript variant 1, mRNA ",7,1.0,-0.3496720031385252,0.1116220316399787,2.406206854552281,3.105965419147047,0.2850399205565616,0.3877551020408163,0.7142857142857143,0,1,0.6122448979591837,False,True,0.4371533862370763,,,,,,,,0.4371533862370763,,,,,,,,,,,0.218577,612,0.218577,612
H3BR35,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment) ,7,1.0,-0.0198462342772243,1.2650555417636478,-2.0899948845067526,-0.5932633091647439,0.0035157424452174,0.4693877551020408,0.4285714285714285,0,1,0.5306122448979591,False,True,0.4365698317109864,,,,,,,,0.4365698317109864,,,,,,,,,,,0.218285,613,0.218285,613
Q08945,FACT complex subunit SSRP1 ,7,1.0,-0.6000236619424958,0.352913811778148,-87088.20281614093,-0.042329190666102,0.0,0.7653061224489797,0.1428571428571428,0,3,0.2346938775510203,False,True,0.4362516841521763,,,,,,,,0.4362516841521763,,,,,,,,,,,0.218126,614,0.218126,614
A0A384NPX8,"Cytochrome b-c1 complex subunit Rieske, mitochondrial ",7,1.0,-0.1434779333863272,0.2773196676658967,-0.5001429351916068,-0.1897455479441241,0.0,0.5204081632653061,0.4285714285714285,0,1,0.4795918367346938,False,True,0.4362316102294741,,,,,,,,0.4362316102294741,,,,,,,,,,,0.218116,615,0.218116,615
Q9UKN8,General transcription factor 3C polypeptide 4 ,7,1.0,-0.1400319373526952,0.2866120352662445,0.4743310207266344,0.8525333761838461,0.0,0.5102040816326531,0.7142857142857143,0,1,0.4897959183673469,False,True,0.436124098192038,,,,,,,,0.436124098192038,,,,,,,,,,,0.218062,616,0.218062,616
M0QXH4,Hyaluronan synthase 1 ,3,0.4285714285714285,0.4344322600343946,1.749336556161797,1.2546597545129272,1.7714650297003054,0.4467919385078769,0.9285714285714284,0.0,0,3,0.0714285714285714,False,True,0.4358706166067626,,,,,,,,0.4358706166067626,,,,,,,,,,,0.217935,617,0.217935,617
A0A087WT45,GRIP1-associated protein 1 ,6,0.8571428571428571,-0.3496392296653899,-0.0141094890905549,497659.95859344857,0.5803125822928994,0.0,0.6904761904761906,0.1428571428571428,1,5,0.3095238095238095,True,True,0.4354297709829656,,,,,,,,0.4354297709829656,,,,,,,,,,,0.217715,618,0.217715,618
Q13885,Tubulin beta-2A chain ,6,0.8571428571428571,-0.4713161293637025,0.6174297168379923,463073.49625421385,0.5055300158175662,0.0262767421340752,0.7738095238095238,0.1428571428571428,2,3,0.2261904761904761,True,True,0.435174424762384,,,,,,,,0.435174424762384,,,,,,,,,,,0.217587,619,0.217587,619
Q549N5,Signal recognition particle receptor subunit beta ,7,1.0,-0.2753776474245153,0.1333314785371125,0.3818718149580013,0.8589397634726517,0.0,0.5204081632653061,0.4285714285714285,0,1,0.4795918367346938,False,True,0.4346308281389596,,,,,,,,0.4346308281389596,,,,,,,,,,,0.217315,620,0.217315,620
Q9UMS4,Pre-mRNA-processing factor 19 ,7,1.0,-0.2375778336782152,0.021148701965854,0.4622703246680446,1.3554699732040802,0.5209200663440369,0.3265306122448979,0.7142857142857143,0,1,0.673469387755102,False,True,0.4330969779064244,,,,,,,,0.4330969779064244,,,,,,,,,,,0.216548,621,0.216548,621
Q0QEW2,Ribosomal protein L18 (Fragment) ,7,1.0,0.023522811334123,0.164659679338861,0.375870661713174,0.2242148919304405,0.5538666659982783,0.2244897959183673,0.7142857142857143,0,2,0.7755102040816327,False,True,0.4330639271697553,,,,,,,,0.4330639271697553,,,,,,,,,,,0.216532,622,0.216532,622
Q8IWR0,Zinc finger CCCH domain-containing protein 7A ,6,0.8571428571428571,-0.0593472747866527,0.3905252358947246,9.484594250383685,2.311280863645504,0.129762770788528,0.5119047619047619,0.4285714285714285,0,4,0.4880952380952381,False,True,0.4326271444662591,,,,,,,,0.4326271444662591,,,,,,,,,,,0.216314,623,0.216314,623
G3V1S6,Polypeptide N-acetylgalactosaminyltransferase ,6,0.8571428571428571,-0.3199832629279876,0.5592433468904232,5.454595653057843,2.313505081725161,0.1423958893186636,0.6428571428571428,0.2857142857142857,2,6,0.3571428571428571,True,True,0.4324287150821739,,,,,,,,0.4324287150821739,,,,,,,,,,,0.216214,624,0.216214,624
B3KT11,60S ribosomal export protein NMD3 ,7,1.0,-0.1444810734562215,0.2353931725566549,0.8116159031585413,1.5012001907871984,0.0328428005501903,0.4285714285714285,0.7142857142857143,0,1,0.5714285714285714,False,True,0.4323463930100359,,,,,,,,0.4323463930100359,,,,,,,,,,,0.216173,625,0.216173,625
Q53G61,Small nuclear ribonucleoprotein polypeptide A variant (Fragment) ,7,1.0,-0.04093074886153,0.3379820782661004,1.1389149687131563,1.135326491050499,0.1050701656553682,0.3265306122448979,0.5714285714285714,0,1,0.673469387755102,False,True,0.4323460892545879,,,,,,,,0.4323460892545879,,,,,,,,,,,0.216173,626,0.216173,626
Q2NKY5,Tubulin beta chain ,7,1.0,-0.3583648251046773,0.1296160500881658,-537663.8531195518,-0.9256322441588728,0.0,0.7653061224489797,0.1428571428571428,0,1,0.2346938775510203,False,True,0.4321623333393549,,,,,,,,0.4321623333393549,,,,,,,,,,,0.216081,627,0.216081,627
E5KLL9,"Dynamin-like 120 kDa protein, form S1 ",6,0.8571428571428571,-0.0478851120122812,1.8003085897461537,-498283.547888682,-0.9322850028626686,0.0,0.8452380952380952,0.1428571428571428,0,1,0.1547619047619047,False,True,0.4313803618971337,,,,,,,,0.4313803618971337,,,,,,,,,,,0.21569,628,0.21569,628
Q9UBB6,Neurochondrin ,6,0.8571428571428571,-0.197591736395075,0.1983555280516457,-383210.04313146137,-0.6947991097731592,0.0,0.8928571428571429,0.1428571428571428,0,1,0.1071428571428571,False,True,0.4310598205921474,,,,,,,,0.4310598205921474,,,,,,,,,,,0.21553,629,0.21553,629
A0A024R1A4,"Ubiquitin-conjugating enzyme E2L 3, isoform CRA_a ",7,1.0,-0.2931918788125318,0.0748495773681753,-402274.8301147189,-0.5679126557548848,0.0201037769962286,0.6428571428571429,0.1428571428571428,0,1,0.3571428571428571,False,True,0.4307498827828424,,,,,,,,0.4307498827828424,,,,,,,,,,,0.215375,630,0.215375,630
A0A024R1K7,"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide, isoform CRA_b ",7,1.0,-0.2471434307069568,0.0,1.3749500259991028,1.169622718998692,0.1563343191333339,0.4285714285714285,0.5714285714285714,0,1,0.5714285714285714,False,True,0.4305702919308334,,,,,,,,0.4305702919308334,,,,,,,,,,,0.215285,631,0.215285,631
O00567,Nucleolar protein 56 ,7,1.0,-0.2751034279833501,0.0,-12.18275361252542,-0.7551729388944644,0.1946824537644896,0.5714285714285714,0.5714285714285714,0,1,0.4285714285714285,False,True,0.4305119077290599,,,,,,,,0.4305119077290599,,,,,,,,,,,0.215256,632,0.215256,632
P26368,Splicing factor U2AF 65 kDa subunit ,7,1.0,-0.0771455994532377,0.1484347772259991,-0.1544563628136722,-0.3991065710112664,0.3530685448859527,0.3571428571428571,0.5714285714285714,0,2,0.6428571428571429,False,True,0.4304226804420796,,,,,,,,0.4304226804420796,,,,,,,,,,,0.215211,633,0.215211,633
Q8N5Z5,BTB/POZ domain-containing protein KCTD17 ,7,1.0,0.3633876965086615,2.121304591010213,-1.96922515357512,-1.7203455027077723,0.2695328592048726,0.2244897959183673,0.7142857142857143,0,1,0.7755102040816327,False,True,0.4299172295083612,,,,,,,,0.4299172295083612,,,,,,,,,,,0.214959,634,0.214959,634
Q9NXW2,DnaJ homolog subfamily B member 12 ,5,0.7142857142857143,0.1728465946236399,0.8589965768001898,297488.1919495059,1.2238900563895108,0.0053996887766218,0.6142857142857142,0.1428571428571428,2,2,0.3857142857142857,True,True,0.4297579194056182,,,,,,,,0.4297579194056182,,,,,,,,,,,0.214879,635,0.214879,635
P49815,Tuberin ,6,0.8571428571428571,-0.0730731907998929,0.4493151340297874,0.1823731073568145,0.1085938961872283,0.0,0.7023809523809524,0.4285714285714285,0,1,0.2976190476190476,False,True,0.4289416552593215,,,,,,,,0.4289416552593215,,,,,,,,,,,0.214471,636,0.214471,636
V9HW98,Epididymis luminal protein 2 ,7,1.0,0.2830002375649439,1.981001662954608,1.0924281390396449,1.0276912999106005,0.2503777065340573,0.1122448979591836,0.8571428571428571,0,1,0.8877551020408163,False,True,0.4287884559425111,,,,,,,,0.4287884559425111,,,,,,,,,,,0.214394,637,0.214394,637
H3BQZ9,Adenine phosphoribosyltransferase ,7,1.0,-0.2167113346736138,0.0659050584540494,-1.116294001947444,-0.1689065982668367,0.0108110969402539,0.5102040816326531,0.4285714285714285,0,1,0.489795918367347,False,True,0.4284676175634266,,,,,,,,0.4284676175634266,,,,,,,,,,,0.214234,638,0.214234,638
A0A024R2Z6,Guanine nucleotide-binding protein-like 3 ,7,1.0,-0.0962984874102605,0.4174761148723817,-0.1066245362032204,0.0240705696211485,0.0522631402281222,0.3979591836734694,0.4285714285714285,0,1,0.6020408163265305,False,True,0.4278676059204949,,,,,,,,0.4278676059204949,,,,,,,,,,,0.213934,639,0.213934,639
K7EM56,40S ribosomal protein S15 ,7,1.0,-0.0169244928420552,0.5574214423615449,-1.155669867451433,-1.7094687533300077,0.3737355406015111,0.3775510204081632,0.5714285714285714,0,1,0.6224489795918366,False,True,0.4264423830748468,,,,,,,,0.4264423830748468,,,,,,,,,,,0.213221,640,0.213221,640
E9PMI6,"Chloride channel, nucleotide sensitive 1A ",7,1.0,-0.0657698625907845,1.2261987394825742,-2.0499923119929595,-3.1211940938976,0.4165601410829028,0.4591836734693877,0.4285714285714285,0,1,0.5408163265306122,False,True,0.4260543747970687,,,,,,,,0.4260543747970687,,,,,,,,,,,0.213027,641,0.213027,641
P50991,T-complex protein 1 subunit delta ,7,1.0,0.0272559937600672,0.1907919563204707,4.244149560592388,2.6846182957768967,0.3168115024136805,0.1122448979591836,0.8571428571428571,0,1,0.8877551020408163,False,True,0.425267834747581,,,,,,,,0.425267834747581,,,,,,,,,,,0.212634,642,0.212634,642
P84090,Enhancer of rudimentary homolog ,7,1.0,0.1635923571965663,1.1291386446986167,-2.1264130115599893,-2.692482846363852,0.3411364068800102,0.3673469387755102,0.7142857142857143,0,2,0.6326530612244897,False,True,0.4251763705101494,,,,,,,,0.4251763705101494,,,,,,,,,,,0.212588,643,0.212588,643
P08579,U2 small nuclear ribonucleoprotein B ,7,1.0,-0.0139927458753659,0.0528180888977437,0.5966274157364397,1.3802452364168296,0.2529754749583918,0.2551020408163265,0.8571428571428571,0,1,0.7448979591836735,False,True,0.4250086918798975,,,,,,,,0.4250086918798975,,,,,,,,,,,0.212504,644,0.212504,644
A8K7W3,"cDNA FLJ75780, highly similar to Homo sapiens SGT1, suppressor of G2 allele of SKP1 (SUGT1), mRNA ",7,1.0,-0.1513105117443412,0.3464578510927416,0.668211263114686,0.1171317401655755,0.0,0.4591836734693877,0.5714285714285714,0,2,0.5408163265306122,False,True,0.4247321479055246,,,,,,,,0.4247321479055246,,,,,,,,,,,0.212366,645,0.212366,645
B4E0N9,Glutamate dehydrogenase ,7,1.0,-0.3515628593600472,0.1800849224753022,0.1815276396925542,0.1029900633974136,0.0171060687222663,0.5510204081632654,0.4285714285714285,0,1,0.4489795918367347,False,True,0.4246782418143159,,,,,,,,0.4246782418143159,,,,,,,,,,,0.212339,646,0.212339,646
Q16637,Survival motor neuron protein ,7,1.0,-0.2318163959199213,0.0097182603197505,-4.18357277220201,-1.009209626964353,0.3186050677115367,0.4693877551020408,0.5714285714285714,0,2,0.5306122448979591,False,True,0.4236666546146977,,,,,,,,0.4236666546146977,,,,,,,,,,,0.211833,647,0.211833,647
Q12771,p37 AUF1 ,4,0.5714285714285714,-0.0754106725969154,0.3117891087217613,1276860.009788121,1.9429728904069563,0.0990135186443866,0.6785714285714286,0.1428571428571428,0,4,0.3214285714285714,False,True,0.4231270871143515,,,,,,,,0.4231270871143515,,,,,,,,,,,0.211564,648,0.211564,648
Q6IAT1,Rab GDP dissociation inhibitor ,7,1.0,-0.4471453724416471,0.1980804879191568,2.0205394026227634,1.5748425631347729,0.0513222336450988,0.5102040816326531,0.5714285714285714,0,1,0.4897959183673469,False,True,0.4219149604266126,,,,,,,,0.4219149604266126,,,,,,,,,,,0.210957,649,0.210957,649
A0A5K1VW81,Centrosomal protein of 290 kDa (Fragment) ,7,1.0,-0.4749881987559146,0.0712401990733386,-652843.933913489,-1.3403520499782822,0.0252493741972567,0.8163265306122449,0.1428571428571428,0,2,0.183673469387755,False,True,0.4207559106462802,,,,,,,,0.4207559106462802,,,,,,,,,,,0.210378,650,0.210378,650
H3BQV3,Conserved oligomeric Golgi complex subunit 8 ,5,0.7142857142857143,-0.2270379811614424,1.3880883599616398,-0.2766638132276183,-0.3313256587884687,0.0987679465326085,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.4189837663455094,,,,,,,,0.4189837663455094,,,,,,,,,,,0.209492,651,0.209492,651
